wage,educ,exper,age,sex,race,married,union,sector,overtime,economy
21.95,13.0,17.0,36.0,female,black,yes,no,other,yes,Government
16.06,14.0,2.0,23.0,female,white,no,no,services,no,Healthcare
19.69,13.0,22.0,38.0,male,hispanic,yes,no,manufacturing,yes,Manufacturing
23.64,17.0,33.0,52.0,female,white,no,yes,services,no,Healthcare
34.35,15.0,18.0,37.0,female,white,yes,no,services,no,Healthcare
20.03,16.0,16.0,39.0,male,black,no,yes,services,no,Services
27.77,21.0,20.0,48.0,female,white,no,no,manufacturing,no,Manufacturing
20.52,10.0,30.0,44.0,female,asian,no,no,manufacturing,no,Manufacturing
21.04,15.0,4.0,26.0,female,asian,yes,no,manufacturing,no,Manufacturing
23.39,19.0,20.0,49.0,male,hispanic,no,no,services,no,Healthcare
20.55,13.0,5.0,26.0,male,other,no,no,services,no,Services
18.71,13.0,23.0,38.0,female,white,yes,no,services,no,Education
26.98,15.0,13.0,26.0,female,black,yes,no,services,yes,Education
14.22,15.0,2.0,22.0,male,white,no,no,services,no,Services
34.01,16.0,20.0,38.0,male,white,yes,yes,services,no,Services
14.98,15.0,15.0,27.0,male,black,yes,no,other,no,Government
21.1,16.0,15.0,33.0,female,white,yes,no,services,no,Healthcare
15.94,14.0,15.0,32.0,female,asian,yes,no,services,no,Services
10.0,14.0,16.0,37.0,female,black,yes,no,services,no,Services
25.86,12.0,2.0,18.0,female,white,no,no,manufacturing,no,Manufacturing
10.0,10.0,4.0,18.0,female,other,yes,no,services,yes,Services
15.0,13.0,9.0,27.0,male,black,yes,no,services,no,Healthcare
16.24,15.0,1.0,21.0,female,black,yes,no,other,yes,Government
12.58,17.0,16.0,41.0,female,white,yes,no,services,no,Services
27.08,17.0,7.0,26.0,female,hispanic,yes,no,services,yes,Services
24.14,15.0,14.0,39.0,male,white,yes,no,manufacturing,yes,Manufacturing
24.29,12.0,18.0,34.0,male,black,no,no,manufacturing,yes,Manufacturing
12.53,16.0,4.0,31.0,female,asian,yes,no,manufacturing,no,Manufacturing
17.72,10.0,21.0,28.0,male,white,yes,no,services,yes,Education
26.49,14.0,6.0,30.0,female,white,yes,no,services,no,Services
10.0,9.0,17.0,32.0,female,white,no,no,manufacturing,no,Manufacturing
12.61,13.0,17.0,38.0,female,black,yes,no,other,no,Government
16.41,13.0,23.0,48.0,female,white,no,no,services,no,Services
10.38,13.0,18.0,38.0,female,black,yes,no,services,no,Education
21.95,15.0,16.0,34.0,male,white,no,no,services,no,Healthcare
25.59,15.0,6.0,25.0,female,white,no,no,services,no,Healthcare
21.93,16.0,14.0,36.0,male,white,no,no,manufacturing,no,Manufacturing
22.98,16.0,22.0,47.0,female,white,no,no,services,yes,Education
15.42,12.0,19.0,37.0,male,white,yes,no,manufacturing,no,Manufacturing
12.13,10.0,14.0,32.0,female,black,yes,yes,services,no,Services
18.38,13.0,10.0,29.0,male,white,yes,yes,manufacturing,no,Manufacturing
38.32,21.0,15.0,45.0,male,white,no,no,other,no,Services
25.76,15.0,14.0,27.0,male,white,yes,no,other,no,Manufacturing
21.63,20.0,5.0,35.0,male,hispanic,no,no,services,yes,Services
14.33,14.0,0.0,18.0,female,hispanic,no,no,manufacturing,no,Manufacturing
10.0,10.0,3.0,18.0,female,white,yes,no,manufacturing,no,Manufacturing
18.35,19.0,14.0,41.0,female,white,no,no,services,no,Services
39.06,21.0,1.0,25.0,male,black,yes,no,manufacturing,no,Manufacturing
28.41,16.0,13.0,35.0,male,asian,yes,no,manufacturing,no,Manufacturing
10.0,10.0,13.0,34.0,male,white,yes,no,services,no,Services
10.0,10.0,13.0,35.0,female,white,no,no,other,no,Government
32.66,15.0,39.0,63.0,female,white,yes,no,services,yes,Healthcare
16.73,14.0,0.0,19.0,male,white,yes,no,other,no,Services
28.56,16.0,6.0,29.0,female,white,no,no,services,no,Services
23.66,12.0,17.0,37.0,female,hispanic,yes,no,manufacturing,yes,Manufacturing
12.25,19.0,10.0,31.0,female,black,yes,no,other,no,Government
26.51,17.0,19.0,42.0,female,white,no,no,services,yes,Healthcare
20.16,15.0,0.0,18.0,male,white,yes,no,services,no,Services
20.55,18.0,10.0,36.0,female,asian,yes,yes,other,no,Services
22.97,17.0,2.0,28.0,male,black,yes,no,other,no,Manufacturing
33.56,18.0,7.0,35.0,male,white,no,no,other,no,Government
10.98,13.0,9.0,30.0,female,other,yes,no,services,no,Services
25.74,19.0,10.0,36.0,female,white,no,no,services,no,Education
19.91,16.0,14.0,34.0,female,black,no,no,services,no,Education
22.66,14.0,22.0,45.0,male,other,yes,no,services,no,Services
20.32,15.0,19.0,38.0,female,white,yes,no,services,no,Services
10.87,15.0,20.0,36.0,male,hispanic,no,yes,services,no,Services
26.02,13.0,10.0,32.0,male,white,no,no,services,no,Services
25.48,17.0,2.0,26.0,male,white,no,no,services,yes,Services
16.73,13.0,36.0,54.0,male,black,no,no,services,no,Services
18.0,14.0,11.0,37.0,male,black,no,no,services,no,Services
16.96,11.0,15.0,36.0,male,black,yes,no,manufacturing,no,Manufacturing
16.59,15.0,21.0,46.0,male,black,no,no,manufacturing,no,Manufacturing
10.26,13.0,8.0,27.0,female,asian,yes,no,other,no,Services
22.52,15.0,10.0,31.0,female,white,no,no,manufacturing,no,Manufacturing
15.45,15.0,15.0,33.0,male,white,yes,yes,services,no,Healthcare
19.08,14.0,21.0,35.0,female,asian,yes,yes,services,no,Healthcare
16.6,15.0,14.0,33.0,female,white,no,yes,services,no,Services
11.63,16.0,20.0,36.0,male,hispanic,yes,no,manufacturing,yes,Manufacturing
23.45,13.0,24.0,44.0,female,white,no,no,services,no,Healthcare
18.27,14.0,23.0,49.0,male,hispanic,yes,no,manufacturing,no,Manufacturing
11.73,12.0,12.0,32.0,female,white,yes,no,services,yes,Education
13.48,13.0,11.0,34.0,female,white,no,no,other,no,Healthcare
22.81,17.0,14.0,30.0,male,hispanic,yes,no,other,yes,Government
20.27,12.0,21.0,37.0,female,white,no,no,services,no,Services
10.8,15.0,11.0,31.0,female,black,yes,no,services,no,Services
18.03,14.0,0.0,18.0,female,hispanic,no,no,manufacturing,no,Manufacturing
21.99,17.0,11.0,25.0,male,black,yes,no,services,no,Services
27.25,12.0,8.0,24.0,female,other,yes,no,services,no,Services
10.0,10.0,3.0,24.0,male,black,yes,no,services,no,Healthcare
25.2,14.0,13.0,30.0,female,black,no,no,services,no,Education
23.42,13.0,0.0,21.0,female,asian,yes,no,services,no,Services
13.38,18.0,17.0,44.0,male,white,yes,yes,services,yes,Education
19.97,14.0,4.0,19.0,male,hispanic,no,no,services,no,Services
14.74,15.0,16.0,34.0,female,white,no,no,services,no,Services
22.18,16.0,15.0,31.0,female,hispanic,yes,yes,services,no,Services
23.75,17.0,25.0,48.0,male,white,no,no,services,no,Services
19.49,14.0,17.0,37.0,male,black,no,yes,services,no,Healthcare
19.32,12.0,15.0,33.0,male,white,yes,no,services,no,Services
27.03,16.0,21.0,38.0,male,hispanic,yes,no,other,no,Healthcare
16.25,11.0,18.0,41.0,female,white,yes,no,manufacturing,no,Manufacturing
27.07,19.0,23.0,46.0,female,white,no,no,services,no,Services
22.68,12.0,22.0,38.0,male,black,no,no,services,no,Services
19.15,12.0,7.0,27.0,male,white,yes,no,manufacturing,no,Manufacturing
20.25,13.0,19.0,43.0,male,white,yes,yes,manufacturing,no,Manufacturing
15.74,11.0,6.0,18.0,female,white,no,no,manufacturing,no,Manufacturing
23.01,12.0,23.0,36.0,male,hispanic,yes,no,manufacturing,yes,Manufacturing
27.25,18.0,20.0,44.0,male,asian,yes,no,services,yes,Education
25.39,19.0,7.0,34.0,male,asian,yes,no,services,no,Services
24.66,12.0,23.0,40.0,female,black,no,no,other,no,Services
30.66,17.0,6.0,25.0,male,hispanic,no,no,services,no,Services
10.0,13.0,18.0,42.0,female,asian,yes,no,other,no,Manufacturing
16.69,13.0,14.0,29.0,female,black,no,no,services,no,Services
29.66,20.0,9.0,40.0,female,white,no,no,services,yes,Healthcare
16.87,17.0,13.0,34.0,male,white,yes,yes,other,no,Manufacturing
23.89,17.0,18.0,42.0,male,black,yes,yes,services,no,Services
18.46,18.0,15.0,34.0,male,hispanic,no,no,manufacturing,no,Manufacturing
18.19,16.0,14.0,40.0,female,hispanic,no,no,services,yes,Services
15.62,14.0,16.0,32.0,male,hispanic,yes,no,services,yes,Services
